Question,Answer
지금 까지 크면서 꿈은 나중에도 고를수 있다고 생각하고 살았는데 지금이라도 꿈을 생각할 까요?,"안녕하세요. 사이버 상담을 맡고 있는 교사 신현제입니다.
꿈을 꾸는 친구가 혼자 고민하지 않고 상담실을 이용해 주셔서 감사합니다.


요즘 학생들을 상담하다 보며 꿈이 없는 것에 너무 불안해하고, 이대로 가다가는 다른 친구들보다 뒤처지는 것 같고 삶을 헛사는 것 같게 느끼는 학생들을 많이 봅니다. 꿈을 정하고 준비하는 사람을 부러워하고 능력 있어 보이기도 합니다. 그러나 너무 조급하게 생각하지 않았으면 합니다. 우리는 잠을 자면 꿈을 꿉니다. 그런데 그 꿈이 다 기억나지는 않죠. 기억나는 몇 개의 꿈 외에 나머지는 다 기억에서 사라집니다. 이런 꿈처럼 장래에 무엇이 될까 하는 꿈도 내가 고른다고 다 될 수 있는 것도 아니고 커 가면서 새롭게 알게 되는 세상에서 내 꿈이 만들어지기도 합니다. 지금의 나는 기억하지 못하는 수 많은 꿈을 꾸고 있으며, 그 꿈들은 나를 만들어 가고 있습니다.

그렇다고 무작정 세월이 흐르면 내 꿈이 이루어지는 것도 아니죠. 그래서 요즘 학교에서 중요시 되는 것이 삶의 힘을 기르는 것입니다. 지금의 나를 사랑하고 미래의 나를 만들어가는 힘을 기르는 겁니다. 꿈이라는 것은 무엇이 되겠다는 미래의 직업에 너무 메이지 말고 나는 어떤 사람이 될까? 나는 행복한가를 생각했으면 합니다. 미래의 나를 꿈꾸는 것이 행복하다면 꿈을 꿔보는 것도 좋겠습니다. 

지금 어른들 중에는 장래희망과 무관한 일을 하고 있는 비율이 60%가 넘습니다. 지금의 일에 만족하는 사람도 40%가 되지 않습니다. 어른이 된 많은 사람이 지금의 나에게 만족하지 못하고 있다는 겁니다. 그 불만족한 것을 돈과 성공이라는 것으로 채우려하고 있습니다. 나는 성공보다는 성장하는 친구가 되었으면 합니다.

미래는 꿈꾸는 자의 것이다. 라는 말이 있습니다. 지금의 나를 사랑한다면 미래의 나도 사랑할 수 있겠죠. 미래의 나를 위해 희생하는 지금의 내가 아니라 미래의 나를 위해 꿈을 꿔보는 지금의 나가 되는 것도 좋은 일이라 생각합니다.

 ‘커리어넷’이라고 교육부에서 운영하는 사이트인데 학생의 진로적성을 찾는데 도움을 주고자 운영하는 사이트입니다. 학생의 진로적성 검사도 할 수 있고 다양한 직업군에 대한 소개도 되어있습니다. 물론 내친구교육넷 사이버 상담실처럼 상담도 할 수 있습니다. 미래의 나를 미리 만나는 방법일 수도 있습니다. 

더 상담할 내용이 있으면 사이버상담실은 항상 열려있습니다. 다음에도 필요할 때 들어와 주세요. 감사합니다."
소방관이 대려면 어떻게 해야 할까요,"안녕하세요? 온라인 진로상담위원 하헌욱입니다. 질문에 대한 답변이 늦어진점 사과드립니다.소방관이 되는 방법에 대해 질문 하셨네요. 소방관은 시민들의 안전과 생명을 지켜주는 매우 고마운 분들이자 힘든 직업이기에 이런 역할을 꿈꾼다는 것이 대견하고 멋져 보입니다.^^소방관은 공무원(2019년 지방공무원→국가공무원으로 변경)이기에 소방관 선발 시험에 합격이 되어야 합니다. 소방관 선발 시험은 크게 3가지가 있어요. 1. 소방간부후보생 선발시험 : 간부를 선발하는 시험으로 군인에 비유하면 장교를 뽑는 시험.   2. 소방공무원 공개경쟁 채용시험 : 가장 많이 선발하고, 대부분 소방관이 되고자 할 때 응시하는 시험   3. 소방공무원 경력경쟁 채용시험 : 소방관련학과, 응급구조학과 졸업자 등이 응시할 수 있는 특채 시험3가지 시험은 기본적으로 응시연령은 20세~40세, 운전면허증 1종 이상 소지자라는 공통의 자격 요건을 가지고 있으며, 시험의 절차는 1차 필기시험, 2차 체력시험, 3차 신체(간부후보생은 적성검사 추가), 4차 면접시험이라는 무려 4단계의 힘든 과정을 통해 선발이 되요. 시민들의 생명과 안전을 지키기 위한 전문성을 갖고 있으면서도 강인한 체력과 정신을 갖고 있어야 하기에 이런 어려운 과정을 거친다고 생각해요.3가지 시험의 차이점은 세세하게 많지만 가장 큰 차이점은 시험 과목 수라고 할 수 있어요. 간부후보생 선발 시험은 총 6과목(필수 4과목, 선택 2과목), 공개경쟁 시험은 5과목(필수3, 선택2), 경력경쟁 채용 시험은 3과목(국어, 영어, 소방학개론)으로 부담이 적은 편입니다. 대신 뽑는 인원도 적다는 단점이 있어요. 질문자가 중학생인지 고등학생인지 알 수는 없지만 고등학생이 되어서도 소방관이 되고자하는 꿈을 계속 꾼다면 대학교 진학을 소방관련학과, 응급구조학과로 진학해서 경력경재 채용 시험의 요건을 갖춘다면 소방관이 될 더 많은 기회를 갖출 수 있다고 생각해요. 각 선발 시험마다 세세한 규정과 선발 방법이 있으나 모두 설명하기에는 너무 어려워서 참고할 만한 사이트를 안내해 드릴게요. 중앙소방학교(http://www.nfa.go.kr/nfsa/)에 접속하면 상단 메뉴에 ‘소방인이 되는 길→ 시험안내’에 접속하면 구체적인 정보를 알 수 있어요. 그리고 2019년까지는 지방 공무원으로서 각각의 시청과 도청에서 선발하던 것이 국가직 공무원으로 바뀌면서 선발 주체가 바뀌었고, 세부적인 공고는 2020년 1월 말에 발표 될 예정입니다. 참고하시라고 2019년도 경상북도 공개경쟁 채용 시험 공고를 첨부해드릴테니 참고하시길 바랍니다. 그럼 멋진 꿈 꼭 이루었으면 좋겠고, 열심히 노력하길 바랍니다. 화이팅!!"
운동 선수를 할려면 어떤 대학을가야하나요?,"안녕하세요?
사이버 상담교사 김복란입니다.
운동선수를 하려면 체육학과를 가야 하는데 일단 체육특기생이 되어야 운동선수로 뽑힐 수 있습니다.
체육특기생의 경우 학교에서의 추천이 필요하고 해당 운동 경력이 있어야합니다. (대회 입상같은것)
궁금증이 해결되었기를 바라며 화이팅!!!"
학교를 가기 싫은데 어떻게 해야 할까요,"상담자 님! 안녕하세요?
내친구교육넷입니다.

학교에 마음을 두지 못한 것 같습니다.
안타까운 마음입니다.

지금 시대를 지식과 논리가 중요시 되는 시대입니다.
이런 시대적 요구에 응하기 위하여는 학교가 중요하다고 생각합니다.

학교는 이런 논리와 지식을 배우고 사람과의 관계를 배우는 장소입니다.
상담자 님의 마음은 충분히 이해는 합니다만 좀 더 인내심을 가지고 학생 생활을 해 나갔으면 합니다.

학교를 가지 않을 경우 상담자님과 어울릴 또래는 거의 없을 것입니다.
학교에서 얻을 수 있는 장점을 잘 활용했으면 합니다.

감사합니다.

내친구 교육네 드림."
운동 선수는 돈을 얼마나 받나요?,"안녕하세요. 내친구교육넷 사이버상담실에 오신 것을 환영합니다.
저는 사이버상담을 하고 있는 교사 신현제입니다.

친구는 운동을 좋아하나 봅니다. 나는 초등학교 다닐 때 운동을 좋아해서 운동선수를 꿈꾼 적이 있습니다.

운동선수의 수입은 개인별로 많이 차이가 납니다.
최근에 언론에 공개된 것을 보면 올 해 가장 많이 번 운동선수는 축구선수 메시로 1년 동안 1509억을 벌었다고 조사가 되었어요. 그 외에도 호날두나 네이마르 같은 선수가 1년 동안 1000억 이상을 벌고 있답니다. 우리나라 선수들 중에서 인기 있는 프로스포츠의 유명한 선수들은 수입이 상당합니다. 얼마 전에 미국프로야구선수로 활약하고 있는 류현진 선수는 연봉 200억 이상을 받고 토론토와 계약을 했죠. 손흥민 선수도 연봉이 100억이 넘는 것으로 알려져 있어요.
운동으로 세계적으로 최고의 기량을 가지고 유명한 선수들은 우리에게 만족과 기쁨을 주는 만큼 많이 벌죠.

근데 이런 분들은 세계적으로 유명하고 그 분야에서 세계 최고 기량을 가지고 있으며, 인기 또한 많아서 가능한 것이고 대부분의 운동선수들은 수입이 많은 것을 아닙니다. 우리나라에서도 인기 있는 스포츠인 축구나 야구 배구 골프 등 몇 개 종목의 인기 있는 선수를 빼면 수입이 많지 않습니다. 이 종목에서 높은 수입을 올리는 선수가 된다는 것도 많이 어렵죠. 일부 종목은 전국에서 1~2위를 하는 선수도 운동으로 생계를 꾸리지 못하는 경우도 있고, 한창 운동할 수 있는 나이에 벌고 나머지는 다른 일로 생계를 유지하는 경우도 있어서 운동선수의 수입이 많다 적다고 단정적으로 말할 수는 없을 것 같습니다.
주변에 좋아하는 운동으로 코치를 하는 분도 있고, 헬스장을 운영하거나 스포츠용품을 파는 가계를 하면서 생계도 꾸리고 본인이 좋아하는 운동을 계속하는 경우도 있습니다. 이런 분들은 삶의 만족도가 상대적으로 높습니다.

친구가 운동을 좋아하고 그 분야로 진로를 생각하고 있다면 너무 수입이나 결과에 중시하지 말고 좋아하는 운동을 즐기면서 오래할 수 있었으면 합니다.

더 상담을 하고 싶으면 다시 사이버 상담실을 이용해 주시면 좋겠습니다. 감사합니다."
소방관이 되고싶은데 어덯게 해야 될까요?,"안녕하세요?사이버 상담교사 김복란입니다.소방관이 되려면 소방공무원 시험에 응시하여 최종합격하셔야 합니다! 소방공무원 채용시 고등학교 성적을 따로 보지는 않으니 국어, 영어, 한국사를 잘 공부해 두면 좋겠습니다.소방공무원 시험은 각 지역별 소방공무원 채용 공고가 뜨면 원서를 내고 필기시험, 체력시험, 신체검사(인적성검사 포함), 면접시험을 순서대로 봅니다. 각 시험별로 통과를 해야 최종합격까지 하실 수 있기 때문에 필기시험 공부는 물론이고 체력단련과 면접 준비까지 꼼꼼하게 하셔야 합니다.소방공무원 시험은 공채의 경우 만 18세 이상 40세 이하, 1종 운전면허 취득자면 누구나 시험 응시가 가능합니다. 경채나 특채의 경우 만 20세 이상 40세 이하, 1종 운전면허 취득자 + 관련 학력이나 해당전형 경력요구사항이 있으면 시험 응시가 가능합니다.궁금증이 해결되었기를 바라며 화이팅!!!"
운동 선수가 되고싶어요 어떻게해야 하죠?,"반가워요~ 내친구 교육넷 사이버 상담위원 입니다.
운동선수에 흥미를 가진 학생이군요~ 이렇게 글을 남겨준 용기에 응원의 박수를 보내드립니다.

요즘 전 세계적으로 우리나라 선수들이 축구, 야구, 골프, 태권도, 사격, 유도, 배구, 컬링.. 등 각종 스포츠에서 많은 두각을 나타내고 있습니다. 그래서 운동을 좋아하고 다른 친구들보다 관련 종목에서 실력이 뛰어난 학생들은 운동선수라는 꿈을 가진 학생들이 많더라구요. 우리 친구도 운동선수를 희망하는 걸 보니 어떤 종목일지는 모르겠지만, 운동을 좋아하는 학생이라 생각됩니다. 

운동선수는 크게 직업으로 운동을 하느냐, 취미로 운동을 하느냐로 나뉘게 됩니다. 직업으로 운동을 하면 프로선수, 취미로 하면 아마추어선수로 나뉘게 됩니다. 운동선수는 우선 해당 종목에서 일반인들에 비해 전문적인 지식을 쌓아야 합니다. 규칙을 익히고, 운동 테크닉과 운동을 하기에 최적의 체력 조건 및 훈련 기술 등을 공부하여야 합니다. 또한 자기 자신과 팀은 물론 경쟁 상대의 장단점을 분석하고 작전을 수립하여 전략을 세워 경기에 임해야 합니다.  

운동선수가 되기 위해서는 우선 관련 종목과 관련하여 즐겁에 운동에 임하며, 다른 친구들에 비해 두각을 나타내는 것이 필요합니다. 흔히 초등학교나 중학교 때부터 운동을 시작하게 되는데, 특정 종목에서 뛰어난 자질을 보여 체육선생님이나 운동부 지도자의 눈에 띄어 시작하는 경우가 많습니다. 이때부터 본격적으로 운동에 관해 전문적으로 배우게 됩니다. 그 후 체육고등학교를 진학하여 각종 대회를 통해 자신의 기량을 펼쳐 향후 전문적으로 운동을 할지 일반 대학의 운동관련 학과로 진학해 전문 운동선수가 아닌 운동관련 직업과 관련하여 공부를 할지 정하게 됩니다. 특히 고등학교때 시 대표나 도 대표로 선발되어 전국체전에서 입상하는 것이 향후 전문적인 운동선수가 되고자하는 학생들의 목표이기도 합니다. 고등학교를 졸업하면서 프로팀과 실업팀에 입단을 할지, 대학으로 진학하여 학교 운동선수로 활동하다가 프로팀이나 실업팀으로 입단할지 고민을 하게 됩니다.   

우리 친구는 어떤 종목에 흥미를 느끼고 자신감을 가지고 있나요? 예전에는 운동선수가 목표인 학생들은 운동 하나만 열심히 했는데, 요즘에는 공부도 열심히 하는 학생들이 많더라구요. 어떤 종목일지 모르겠지만, 공부면 공부, 운동이면 운동 모두 다 열심히 하는 우리 친구의 모습을 상상해봅니다. 운동을 즐길 줄 아는 선수가 되길 바래봅니다. 파이팅~!^^"
.제가 원하는 고등학교가 있는데 제가 잘 갈수 있을지 모르겠습니다 만약 제가 고등학교에 못가게 된다면 그다음에는 어떻게 해야할지 모르겠습니다,"안녕하세요 
경상북도 사이버상담센터 상담위원 입니다.
고등학교 진학에 대해 걱정이 많으신것 같아 고민이 되는 것 같습니다.
자신이 원하는 고등학교가 있다고 하니 어떤 고등학교인지 모르겟지만 자신이 원하는 고등학교에 가고자 노력한다면 안 될 것은 없다고 생각합니다.
학생이 희망하는 고등학교가 시험을 쳐서 배정하는 학교인지  선지원 후 배정하는 학교인지 모르겠지만 진학하고자 하는 고등학교의 입시요강에 따라 잘 진행한다면  좋은 결과가 있을 것이라고 생각합니다.
자신이 원하는 고등학교에 입학 진학을 못하게 되더라고 크게 실망함 없이 자신이 주어진 환경과 상황에 최선을 다한다면 최종 목표를 향해 도달 할 수 있다고 생각합니다.
부디 본인이 희망하는 것을 반드시 이루시길 바라며 고민이 생긴다면 언제든지 상담센터에 상담을 신청해주시면 친절히 상담해 드리겠습니다."
제가 원하는 직업을 아직 못 정했는데 지금 정해야 할지 고민이에요....나중에 정하면 늦는 건지.... 지금 정하면 이른건지........ 잘 모르겠어요.......,"안녕하세요? 반갑습니다. 내친구 교육넷 사이버상담위원입니다.하루하루 바쁘게 보내고 있었는데 어느 새 추운 겨울이 다가왔고 다음 주면 즐거운 성탄절과 겨울방학이 기다리고 있네요. 우리 친구는 오늘 하루 어떻게 보내고 있나요? 우리 친구는 원하는 직업을 아직 못 정했는데 언제 정해야 할지 고민이군요....우리 학교에서도 꿈이 아예 없다고 하거나, 모른다는 친구들이 많이 있어요.그런 친구들은 하나같이 이렇게 말하지요. “잘하는 것도 없고, 하고 싶은 것도 없고, 뭘 해야 할지도 모르겠고, 부모님께서는 알아서 하라고 하시고.......”한창 뛰어놀 나이의 청소년기 중학생일 것 같은데, 그래도 우리 친구는 자신의 진로에 대해서 진지하게 고민하고 있는 모습이 참으로 대견합니다. 시작이 반입니다.우리 친구! 원하는 직업, 미래의 꿈....일단 너무 걱정하지 마세요.  현재 학교에서 이루어지는 수업은 물론이고, 다양하게 펼치고 있는 각종 행사활동, 체험활동, 동아리활동 등에 (나와 관련이 없다거나 하기 싫더라도) 적당히가 아니라 적극적으로 참여하기를 강하게 권합니다. 특히 진로와 관련된 여러 경험들(심리검사, 진로멘토링, 진로특강, 전문직업인 체험, 박람회, 진로진학상담, 교내외 체험활동 등)을 통해 나는 뭘 좋아하는지, 다른 친구들보다 어떤 것들을 잘하는지, 또 나는 어떤 것들을 중요하게 여기는지, 나와 어울리는 직업은 어떤 것들이 있는지 등을 우리 친구 스스로 깨닫게 될 것입니다. 직업 롤 모델 탐색도 해보고, 특히 관심 분야에 대한 독서를 통해 관련 진로 정보를 꾸준히 탐색하는 것도 많은 도움이 되리라 생각합니다. ‘커리어넷’, ‘워크넷’ 등의 사이트에도 가끔씩 들러서 진로·직업, 대학학과 등도 탐색해 보기 바랍니다.  또한 부모님의 조언, 진로 선생님, 담임 선생님과의 상담, 자신의 환경, 교과 성적 등을 종합적으로 고려하여 꿈(진로목표)의 방향을 정하면 좋겠군요. 어느 정도 꿈이 정해지면 그 꿈을 이루기 위해 구체적인 계획과 피나는 노력이 필요하겠지요. ‘구하라 얻을 것이다. 찾으라 찾을 것이다. 두드려라 열릴 것이다.’ 성경에 있는 말씀이지요. 우리 친구는 꿈을 찾고 싶은 마음이 간절하기 때문에 반드시 찾을 것입니다. 아니 찾아서, 또한 꾸준히 노력해서 꿈을 이룰 것입니다. 꼭 그렇게 될 것을 확신합니다. “나는 할 수 있다!!!” 힘차게 외치고, 자신감과 의지를 가지고 차근차근, 열심히, 꾸준히 노력하면 꿈은 반드시 이루어지리라 생각됩니다. 우리 친구의 송글송글 땀 맺힌 이마와 당찬 모습을 그려보며 선생님도 격려의 응원을 보냅니다. 오늘 답변이 꿈을 찾는데 조금이나마 도움이 되었으면 하는 마음이 간절합니다. 혹시 궁금한 내용이 더 있으면 다시 한 번 상담실을 찾아주세요.추운 겨울 건강 조심하고 파이팅!!! 행복하세요~ ^.^"
"2,3학년 때 공부를 잘해야 하는데 잘할 수있을지 모르겠습니다.","안녕하세요.
지금은 어떤지 궁금하네요?
2, 3학년 때 공부를 잘하고 못하고는 100% 본인의 마음 또는 의지가 아닐까요~
공부를 잘하는 기본은 
첫째, 학교 수업 시간에 집중하는 것이 가장 중요합니다.
만약 학교 수업시간에 집중도나 이해력이 떨어진다면 사전 예습을 조금만 해가면 신나게 공부할 수 있어요~~^^
둘째, 수업이 끝나고 쉬는 시간에 반드시 다시 한번 읽어보고 생각해보는 습관을 가지세요~
또 그날 배운 내용을 최소한 한번은 복습하는 습관만 생긴다면 아마 최상위권에 속할껄요~!

공부는 습관입니다.
공부와 게임이 다른 것은 
공부는 그 결과가 한 참후에 나타나고
게임은 그 결과가 바로바로 나타난다는 것이지요.
게임처럼 공부를 열심히 했을 때 스스로에게 그 결과 즉 자부심을 느낄 수 있다면
게임처럼 재미있게 공부할 수도 있습니다.

계획을 잘 세우는 것도 중요하고
잘 세운 계획을 실천하는 것도 중요하지만
만약 실천하지 못했을 때는 그 계획을 즉각 수정하여 다시 계획에 따라 공부할 수 있는 열정이 필요합니다. 
만약 계획대로 실천하는 사람은 천재가 될 것이고, 계획의 50% 이상만 실천해도 무척 공부를 잘하게 될 것입니다.

나에게 맞는 치밀한 계획
나에게 맞는 시간관리와 학습방법을 생각해보세요~!!

화이팅~~!!"
2학년 때 공부를 어떻게 해야 할지 모르겠습니다.,"안녕하세요?
사이버 상담사입니다.
자유학기제로 한 학기를 즐겁게 보냈나요?
이제 2학년이 되면 시험을 치고 성적관리도 해야겠네요,
학원이나 과외는 하고 있나요?
학생들에 따라서는 학원이나 과외가 주된 공부방법이 되고 학교는 어쩔 수 없이 다녀야하는 사람이 많습니다.
이런 경우에는 모든 학습 습관을 학원이나 과외에 맞추어지게 되어 기형적인 공부방법이 된답니다. 물론 부족한 부분은 학원이나 과외로 보충하는 것은 좋은 방법입니다.
가장 중요한 것은 자기 주도적 학습 습관이라고 생각합니다.
사람마다 공부하는 방법이 다르답니다.
조용한 분위기에서 혼자 공부하기를 좋아하는 사람도 있는가 하면 넓고 공개된 공간에서 집중이 잘 되는 사람도 있답니다. 그래서 독서실을 선호하는 사람 도서관을 선호하는 사람 들이 있답니다. 결국 자기에게 맞는 공부방법을 찾고 스스로 계획을 세우고 실천하는 습관을 길러야 합니다.
학교 수업시간을 잘 활용하는 방법도 있습니다.
예습과 수업 그리고 복습을 잘하면 수업을 진행하는 선생님이 출제자인 만큼 시험에 유리한 것이 분명합니다.
예습은 오늘 수업에 어떤 내용을 배울 것인지? 궁금증을 가질 정도면 됩니다. 즉 오늘 수업할 단원이나 내용을 대충 살펴보고 호기심만 가지고 수업에 들어가면 됩니다.
수업시간은 이해와 원리를 깨닫는데 치중하면서 선생님과 호흡을 맞추어가면 좋겠습니다.
수업이 끝나면 궁금한 의문점은 바로 해결하고 한 시간 수업한 내용을 정리해보고, 저녁에 오늘 수업한 내용을 한 번 더 정리해보면 복습도 끝난답니다.
한 주단위로 한 번 정리해 보고, 한 달 단위로 정리해보면 특별히 시험 공부없이도 좋은 성적을 거둘 수 있습니다.
사람은 누구나 잊어먹는 것이 많답니다. 학습하고 한 시간 뒤에는 90%를 잊는 것이 정상이랍니다.  10%정도 기억하다가 한 번 더 살펴보면 20%정도 기억하고 자꾸자꾸 살펴보면 더 많은 것을 기억하게 됩니다.그래서 복습이 중요한 것입니다.

골든타임이라는 말을 들어봤나요?
공부에도 골든타임이 있을 것입니다.
하루 중 비교적 조용하고, 졸리지 않고, 집중이 잘되고, 방해물이 적은 시간을 공부하기 좋은 골든타임이랍니다.  이러한 시간을 꼭 찾아서 중요한 내용을 공부할 수 있도록 해봅시다.

고등학교 입학 내신성적도 생각해야겠네요.
교과성적은 점수보다는 성취도를 활용하여 내신성적을 계산합니다.
따라서 점수 보다는  'A','B','C','D','E'로 분류하는 성취도를 잘 받는 것이 유리합니다.
즉 100점도 'A'이고 90점도 'A'니까 같은 5점으로 계산합니다. 
중간고사와 기말고사를 합하여 50%를 넘길 수 없고, 수행평가는 50%이상이라야 한답니다. 따라서 수행평가가 매우 중요한 비중을 차지하니 수행평가에 정성을 들여아 합니다.

모든 과목에 'A' 를 받기를 기원해 봅니다.
지금부터라도 1학년 과정을 잘 정리하여서 부족하다고 느끼는 부분을 보충하여서 2학년 준비를 잘하여 좋은 성적 거두기를 바랍니다.

사이버 상담실을 찾아주어서 다시 한 번 감사합니다."
,"반갑습니다. 사이버 상담위원 허진원 입니다.자신이 어떤 일을 잘하는지 어떤 일을 하며 살아야 할지 진로를 고민하는 모습이 그려지네요. 그러나 학생만 이런 고민을 하는 것이 아니라 대부분의 중.고등학생들도 자신의 진로를 결정하지 못해서 고민인 경우가 많답니다.그러나 학생은 사이버 상담을 통해 자신의 진로를 고민한다는 것은 다른 친구들 보다 좀 더 진로에 대해서 고민하고, 자신의 진로를 찾기 위해 노력하는 적극적인 모습에 다른 친구 보다 꿈에 좀더 가까이 다가갈 수 있지 않나 싶네요. 학생이 무엇을 좋아 하는지 무엇을 잘 할 수 있는지 무엇을 하고 있을 때 행복한지 생각해 보아요. 행복하다는 것은 무언가를 하고 있을 때 즐겁다는 것이겠지요. 무엇을 좋아한다는 말과 같은 뜻이고요. 즉 자신이 좋아는 일을 찾아야 해요. 이를 찾기 위해서는 평소에 좋아하는 과목은 무엇이며, 성적이 잘나오는 교과목은 무엇인지를 생각해보아요. 도 다른 친구들이 생각하는 자신의 장점은 무엇인지 생각해보아요.혹은 나에게 다른 친구들의 이야기를 잘 들어 주고 공감하는 능력이 있는지. 기계나 컴퓨터를 잘 다루는 건 아닌지, 아님 음식을 만들거나 혹은 외모를 가꾸는 일에 재능이 있는건 아닌지지. 즉 진로를 찾기 위해서는 자신이 무엇을 좋아하고 무엇을 잘 할 수 있는지 자신에 대한 이해가 중요 하겠지요 즉 자기이해를 바탕으로 다양한 직업들을 탐색해 보는게 진로를 찾는 일이겠지요.  미래를 위한 자신의 진로를 찾기 위한 방법중의 하나로 선생님은 커리어넷(career.go.kr)이나 워크넷( work.go.kr)의 진로흥미검사, 직로적성검사, 직업가치관검사등을 실시하여, 자신의 진로를 탐색하는 것을 추천해요. 그 결과에 따라 자신의 생각, 또 부모님 혹은 주변의 전문가(진로교사)등과의 상담등을 종합하여 자신의 진로와 꿈을 찾는 것도 좋은 방법중의 하나라고 생각해요. 자신의 꿈을 위해 노력하는 여름방학이 되길 바라며, 선생님은 학생의 꿈과 희망을 찾아 노력하는 모습을 격려하며 학생의 꿈이 꼭 이루어지길 응원합니다."
,"오전에 비가 내렸는데 지금은 그쳤군요.
오후부턴 날씨가 추워진다고 합니다. 건강에 유의하시기 바랍니다.
안녕하세요. 저는 내친구교육넷 상담위원 김해식입니다.
내친구교육넷을 찾아줘서 고맙습니다.

2학년때 어떤 공부를 해야할 지 고민이라고 했는데요.
질문이 구체적이지 않아서 선생님이 공부에 대한 일반적인 애기를 해 보겠습니다.
학생이 말한 어떤 공부라는게 어떤 과목을 어떻게 공부해야 하는지를 물은것 같기도 하네요.
일단 공부는 학교 교육과정에서 배우는 국어, 영어, 수학, 과학, 사회, 한문, 역사 등을 공부를 하면 되겠죠. 모든 공부의 기초는 학교 수업입니다. 학교 수업시간에 배우는 것을 예습, 복습하는 것이야 말로 공부의 첫걸음이라 할수 있겠죠.

그럼 여기에다 덧붙여저 공부 방법에 대한 애기를 해보도록 하겠습니다.
공부에는 왕도가 없다고 하죠. 다시 말하자면 정답도 없고 지름길도 없다는 거죠.
선생님도 중, 고등학교 시절을 보내면서 노력한 만큼의 성적이 나오지 않아 고민한 적도 있었습니다. 특히 고등학교때는 한달에 한번 모의고사를 치뤘는데 열심히 한 만큼 성적이 오르지 않았던것 같습니다. 선생님같은 경우는 고등학교 입학 후 1년 동안 공부한 결과가 1년후인 2학년때 나타난것 같았습니다. 사실 1년 이란 시간은 그때 생각에는 참 긴 시간이었습니다. 중간중간에 성적이 오르지 않은것에 낙담해서 포기를 할수도 있는 시간이었겠죠.
오르지 않은 성적에 스트레스를 받아서 혹시 포기를 했다면 지금 저는 선생님이 되지 못했겠죠ㅎㅎ. 혹시 학생도 공부를 하다가 성적이 금방 오르지 않는다고 걱정은 안했으면 합니다.

그리고, 구제척인 공부방법에 대해 애기해보겠습니다.
공부는 집중력이 최우선이라고 생각합니다. 그렇게 하기위해서는 공부할때 만큼은 책상 주변에 휴대폰 등의 공부에 방해 되는 요소를 없애야 합니다. 어떤 일이 있어라고 본인이 정해 놓은 공부 시간 동안은 공부 외의 것은 생각하지 않도록 해 보세요. 또, 예습을 하는 것도 좋은 방법인것 같습니다. 통계에 의하면 복습보다도 예습이 학업 성취도에 미치는 영향이 더 크다고 합니다. 주말 등을 이용해 다음에 배울 단원을 살펴보는 것이야 말로 성적을 올리는 데 아주 좋은 방법입니다. 그렇다고 복습이 안 좋는 것은 아닙니다. 복습까지 잘 한다면 완벽하겠죠ㅎㅎ
그리고, 매일 계획을 짜기 힘들면 일요일 쯤에 다가올 일주일 동안의 학업계획표를 짜는 것도 좋은 방법일 것입니다. 월요일에는 영어, 수학, 책읽기 30분씩, 화요일에는 수학, 과학 1시간씩.. 이런식으로 계획을 세워서 공부한다면 성적 향상에 도움이 될 것입니다. 
그렇다고 공부만 내내 하라는 것은 아닙니다. 친구들과 운동을 하거나 주말에 TV시청 등을 통해 공부로 인해 생길 수 있는 스트레스도 잘 풀어야 되겠죠.
마지막으로 공부 방법에는 정해진 정답은 없습니다만 선생님이 위에서 언급한 방법중 본인에게 맞는 방법을 선택해서 한번 해 보는 것도 괜찮을 것 같습니다. 열심히 공부해서 본인의 꿈을 꼭 이루길 바랍니다."
"저 중학교 1학년인데요 곧 2학년이 돼거든요??2학년때 국,영,수 학습 방법 가르쳐 주세요.","안녕하십니까? 사이버 상담실을 찾아 주셔서 감사합니다.중학교 1학년 학생이시군요. 만나서 반가워요~~^^중학교 입학하고 1년동안의 적응기간이 지났고,  2학년부터는 조금씩 학업의 기초를 다져나가야 하는 시기라고 생각합니다.국,영, 수는 모든 과목의 기초가 될뿐만 아니라 중요한 과목이라 어느 한 과목도 소홀히 할 수가 없지요. 영어와 수학은 꾸준하게 일주일 또는 하루에 공부량을 정해서 해 나가셔야 하고, 국어는 평소 책읽기와 국어교과서를 열심히 읽는 방법이 성적을 올릴 수 있는 좋은 방법이겠지요.영어공부는 하루에 영어단어 몇 개 외우기를 정해서 실천을 하시고, 수학 또한 열심히 하루에 정해지 만큼의 문제를 풀어 보는 것이 가장 좋겠지요. 하루 아침에 성적이 오른다는 것은 쉬운 일이 아니랍니다. 꾸준히 학습 습관을 길러 나간다면 서서히 성적은 따라 오르는 것이겠지요.겨울방학부터 학습계획을 구체적으로 세워서 실천을 해 나간다면 2학년때부터 그 성과가 나타나리라 확신합니다. 열심히 하시기를 바랍니다. 감사합니다."
